ID	Source	Source_Reference_ID	Entrez_Gene_ID	Symbol
ILMN_1232123	MEEBO	scl39009.12.1_29	NA	AI429613
ILMN_2640675	MEEBO	scl39009.12.1_29	NA	AI429613
ILMN_1257598	MEEBO	scl39009.12.1_29	NA	AI429613
ILMN_2629648	RefSeq	NM_025880.3	66976	2410002F23Rik
ILMN_2753524	RefSeq	NM_025880.3	66976	2410002F23Rik
ILMN_2965641	RefSeq	NM_025880.3	66976	2410002F23Rik
ILMN_1255543	MEEBO	scl53798.2.109_205	NA	1700025D03Rik
ILMN_3161447	RefSeq	NM_001011738.1	257884	Olfr744
ILMN_2744337	RefSeq	NM_010581.3	16423	Cd47
ILMN_2694960	MEEBO	scl54770.14_288	NA	Msn
ILMN_2657543	MEEBO	scl45463.8.1_173	NA	Sgcg
ILMN_1246011	MEEBO	scl073770.1_126	NA	4833422F06Rik
ILMN_2667441	MEEBO	scl16272.9_285	NA	1300007B12Rik
ILMN_3101392	RefSeq	NM_001034097.1	619441	Tnfsf12-tnfsf13
ILMN_1244993	RefSeq	NM_009734.1	12009	Azi1
ILMN_2728754	RefSeq	NM_020569.1	57320	Park7
ILMN_1252063	MEEBO	scl51540.13.1_28	NA	Cdc25c
ILMN_2637704	MEEBO	scl51540.13.1_28	NA	Cdc25c
ILMN_2733046	MEEBO	scl51540.13.1_28	NA	Cdc25c
ILMN_1237974	RefSeq	NM_153512.1	225030	Kcng3
ILMN_2673790	RefSeq	NM_145425.2	216560	AV249152
ILMN_2614059	RefSeq	NM_145425.2	216560	AV249152
ILMN_2970672	RefSeq	NM_145425.2	216560	AV249152
ILMN_2865939	RefSeq	NM_178686.3	225523	Ccdc100
ILMN_3061192	MEEBO	scl070834.2_16	NA	Spag9
ILMN_2750850	MEEBO	scl070834.2_16	NA	Spag9
ILMN_2775547	MEEBO	scl070834.2_16	NA	Spag9
ILMN_1229777	MEEBO	scl070834.2_16	NA	Spag9
ILMN_2653081	MEEBO	scl26152.7_34	NA	Prkab1
ILMN_1236517	RefSeq	NM_008360.1	16173	Il18
ILMN_2714385	MEEBO	scl42415.1.1_153	NA	C730036B14Rik
ILMN_2926842	RefSeq	NM_201518.1	399558	Flrt2
ILMN_2704802	MEEBO	scl35773.11.1_4	NA	1700095K08Rik
ILMN_2645816	RefSeq	NM_019696.1	56264	Cpxm1
ILMN_2735449	RefSeq	NM_015780.1	50702	Cfhr1
ILMN_2881864	RefSeq	NM_015780.1	50702	Cfhr1
ILMN_2720352	RefSeq	NM_015780.1	50702	Cfhr1
ILMN_3112219	RefSeq	NM_001039543.1	17349	Mlf1
ILMN_2675523	MEEBO	scl45299.10_346	NA	Slc25a30
ILMN_1246295	RefSeq	NM_133679.1	66609	Cryzl1
ILMN_2648695	RefSeq	NM_133679.1	66609	Cryzl1
ILMN_1215803	RefSeq	NM_027052.2	69354	Slc38a4
ILMN_1228040	MEEBO	scl28877.24.1_49	NA	2810422B04Rik
ILMN_1242551	RefSeq	NM_026780.1	68592	Syf2
ILMN_1216167	RefSeq	NM_026780.1	68592	Syf2
ILMN_2956381	RefSeq	NM_026780.1	68592	Syf2
ILMN_2675740	MEEBO	scl17962.1_192	NA	C730026E21Rik
ILMN_2622771	RefSeq	NM_152923.1	110862	Kcnq3
ILMN_2659151	MEEBO	scl20449.19.91_3	NA	Thbs1
ILMN_3074516	RefSeq	NM_134138.1	107047	Tnfsf5ip1
ILMN_3153450	RefSeq	NM_134138.1	107047	Tnfsf5ip1
ILMN_2610156	MEEBO	scl0018007.1_62	NA	Neo1
ILMN_3033524	RefSeq	NM_001025156.1	70829	Ccdc93
ILMN_3107208	RefSeq	NM_001025156.1	70829	Ccdc93
ILMN_2657791	RefSeq	NM_177270.3	53886	Cdkl2
ILMN_1242674	RefSeq	NM_177270.3	53886	Cdkl2
ILMN_2657790	RefSeq	NM_177270.3	53886	Cdkl2
ILMN_2711651	MEEBO	scl068944.7_1	NA	4930403O06Rik
ILMN_2953542	RefSeq	NM_001033040.1	233899	Gm166
ILMN_1244514	RefSeq	NM_013928.2	30953	Schip1
ILMN_2937320	RefSeq	NM_013928.2	30953	Schip1
ILMN_1245642	RefSeq	XM_111600.1	NA	LOC239679
ILMN_2619378	RefSeq	NM_176942.2	110886	Gabra5
ILMN_2589768	MEEBO	scl16526.4.1_10	NA	Htr2b
ILMN_2712258	MEEBO	scl19124.16_196	NA	Lnp
ILMN_2631745	RefSeq	NM_029702.2	76688	Arfrp1
ILMN_1226330	RefSeq	NM_029702.2	76688	Arfrp1
ILMN_2947031	RefSeq	NM_029702.2	76688	Arfrp1
ILMN_2940440	RefSeq	NM_008060.1	14376	Ganab
ILMN_1237089	RefSeq	NM_008060.1	14376	Ganab
ILMN_1225535	RefSeq	NM_008060.1	14376	Ganab
ILMN_2451022	RefSeq	NM_011701.3	22352	Vim
ILMN_2699624	RefSeq	NM_023197.1	66356	2310008H09Rik
ILMN_1225520	RefSeq	NM_023197.1	66356	2310008H09Rik
ILMN_2852217	RefSeq	NM_011937.1	26384	Gnpda1
ILMN_1253467	MEEBO	scl0209966.1_129	NA	Pgbd5
ILMN_1231514	RefSeq	NM_183091.2	72749	2810439M11Rik
ILMN_1213222	RefSeq	NM_134228.1	171262	V1rl1
ILMN_1260194	RefSeq	NM_194263.1	57246	Tbx20
ILMN_2601336	RefSeq	NM_194263.1	57246	Tbx20
ILMN_2592546	MEEBO	scl42605.25_108	NA	Lpin1
ILMN_2738580	MEEBO	scl42605.25_108	NA	Lpin1
ILMN_2937548	RefSeq	NM_175657.1	319161	Hist1h4m
ILMN_2599341	RefSeq	NM_145148.1	232288	Frmd4b
ILMN_2648012	RefSeq	NM_008165.2	14799	Gria1
ILMN_1248802	RefSeq	NM_008165.2	14799	Gria1
ILMN_2648006	RefSeq	NM_008165.2	14799	Gria1
ILMN_2613044	MEEBO	scl47754.11.388_4	NA	Eif3s6ip
ILMN_2720520	MEEBO	scl47754.11.388_4	NA	Eif3s6ip
ILMN_2782307	RefSeq	NM_021554.2	59052	Mettl9
ILMN_2713471	RefSeq	NM_021554.2	59052	Mettl9
ILMN_2601572	RefSeq	NM_007537.1	12050	Bcl2l2
ILMN_2936517	RefSeq	NM_007537.1	12050	Bcl2l2
ILMN_2636443	RefSeq	NM_007537.1	12050	Bcl2l2
ILMN_2702839	RefSeq	NM_026754.1	68527	1110017I16Rik
ILMN_2699348	RefSeq	NM_201387.1	18810	Plec1
ILMN_1218268	RefSeq	XM_139424.3	NA	LOC239526
ILMN_2603791	RefSeq	NM_011473.2	20761	Sprr2g
ILMN_2698353	RefSeq	NM_029456.1	52036	D19Ertd703e
ILMN_1235583	RefSeq	NM_029456.1	52036	D19Ertd703e
ILMN_1226754	RefSeq	NM_018774.1	54383	Phc2
ILMN_2911123	RefSeq	NM_010575.1	16399	Itga2b
ILMN_2732623	RefSeq	NM_010575.1	16399	Itga2b
ILMN_2999755	RefSeq	NM_019400.1	54189	Rabep1
ILMN_2619286	RefSeq	NM_019400.1	54189	Rabep1
ILMN_2999748	RefSeq	NM_019400.1	54189	Rabep1
ILMN_2769171	MEEBO	scl23762.4_16	NA	Iqcc
ILMN_2688930	RefSeq	NM_011218.1	19280	Ptprs
ILMN_1228975	RefSeq	NM_011218.1	19280	Ptprs
ILMN_2737758	RefSeq	NM_011218.1	19280	Ptprs
ILMN_3009685	RefSeq	NM_011218.1	19280	Ptprs
ILMN_2747125	RefSeq	NM_011218.1	19280	Ptprs
ILMN_3037810	RefSeq	NM_130447.2	70686	Dusp16
ILMN_3112011	RefSeq	NM_130447.2	70686	Dusp16
ILMN_2939348	RefSeq	NM_011762.3	22717	Zfp59
ILMN_2755026	MEEBO	scl014406.1_194	NA	Gabrg2
ILMN_1252147	MEEBO	scl014406.1_194	NA	Gabrg2
ILMN_2666080	RefSeq	NM_022031.1	73940	Hapln2
ILMN_1212854	MEEBO	scl19382.1_174	NA	A630026F21Rik
ILMN_2740965	RefSeq	NM_133351.1	76560	Prss8
ILMN_2846148	RefSeq	NM_133351.1	76560	Prss8
ILMN_1259616	MEEBO	scl25396.14.1_215	NA	Musk
ILMN_3139344	RefSeq	NM_001033960.1	227800	Rabgap1
ILMN_3061844	RefSeq	NM_001033960.1	227800	Rabgap1
ILMN_2864393	RefSeq	NM_198017.1	109359	C430003P19Rik
ILMN_2592266	RefSeq	NM_025861.1	66943	2310009N05Rik
ILMN_1231113	MEEBO	scl32252.1.1_8	NA	Olfr659
ILMN_2735940	RefSeq	NM_010267.2	14545	Gdap1
ILMN_2900962	RefSeq	NM_010267.2	14545	Gdap1
ILMN_2699257	RefSeq	NM_010267.2	14545	Gdap1
ILMN_2609772	MEEBO	scl066396.1_24	NA	2310043N13Rik
ILMN_1222439	MEEBO	scl0258351.2_187	NA	Olfr633
ILMN_3038743	RefSeq	NM_007514.3	11988	Slc7a2
ILMN_2936691	RefSeq	NM_146865.1	258865	Olfr992
ILMN_3004142	RefSeq	NM_021420.2	58231	Stk4
ILMN_2664660	MEEBO	scl44975.2_430	NA	Aldh5a1
ILMN_3060838	RefSeq	NM_181542.4	237887	Slfn10
ILMN_3138280	RefSeq	NM_181542.4	237887	Slfn10
ILMN_2854347	RefSeq	NM_134100.2	106073	D15Mgi27
ILMN_2635700	MEEBO	scl26588.10.546_100	NA	Lgi2
ILMN_3017818	RefSeq	NM_001039720.1	105892	9030619P08Rik
ILMN_2758969	MEEBO	scl0003527.1_242	NA	Ddx6
ILMN_2606667	MEEBO	scl0003527.1_242	NA	Ddx6
ILMN_2928479	RefSeq	NM_146524.1	258517	Olfr855
ILMN_2716543	MEEBO	scl39807.6_296	NA	Lhx1
ILMN_1234350	MEEBO	scl030785.1_83	NA	Cttnbp2
ILMN_2820831	RefSeq	NM_170671.1	104601	Mycbpap
ILMN_2957543	RefSeq	NM_001033978.1	381091	A130038H09Rik
ILMN_1258359	MEEBO	scl2294.2.1_190	NA	Atpaf1
ILMN_3151298	RefSeq	NM_001025305.1	21419	Tcfap2b
ILMN_3072487	RefSeq	NM_001025305.1	21419	Tcfap2b
ILMN_2755333	RefSeq	NM_008832.1	18679	Phka1
ILMN_1230564	RefSeq	NM_008832.1	18679	Phka1
ILMN_2772380	MEEBO	scl069902.2_6	NA	2610012O22Rik
ILMN_1235056	MEEBO	scl0320139.8_83	NA	Ptpn7
ILMN_1243738	MEEBO	scl21073.15_402	NA	Abl1
ILMN_2742730	MEEBO	scl21073.15_402	NA	Abl1
ILMN_2675551	MEEBO	scl21073.15_402	NA	Abl1
ILMN_1234184	RefSeq	NM_026624.1	68222	4931415M17
ILMN_2731135	RefSeq	NM_027954.1	71846	1700013H19Rik
ILMN_2625197	RefSeq	NM_007955.2	13924	Ptprv
ILMN_2746218	RefSeq	NM_027069.1	69396	1700018F24Rik
ILMN_3007236	RefSeq	NM_199301.1	212508	Mtg1
ILMN_1237300	RefSeq	XM_355792.1	NA	9630017H13
ILMN_2972929	RefSeq	NM_027269.3	109065	1110034A24Rik
ILMN_1254551	RefSeq	NM_178682.3	217684	4933426M11Rik
ILMN_2930933	RefSeq	NM_008717.1	18139	Zfml
ILMN_3145814	RefSeq	NM_001081079.1	70155	Ogfrl1
ILMN_2630045	RefSeq	NM_145636.1	246779	Il27
ILMN_3153421	RefSeq	NM_023323.3	67239	Bxdc1
ILMN_2706410	RefSeq	NM_011028.1	18440	P2rxl1
ILMN_2706411	RefSeq	NM_011028.1	18440	P2rxl1
ILMN_2950683	RefSeq	NM_173187.1	227446	2310035C23Rik
ILMN_2621596	MEEBO	scl0019191.1_143	NA	Psme2b
ILMN_2656711	RefSeq	NM_010916.1	18071	Nhlh1
ILMN_2718791	RefSeq	NM_020011.3	56632	Sphk2
ILMN_2872266	RefSeq	NM_027667.1	71085	Arhgap19
ILMN_2740134	RefSeq	NM_029573.2	67834	Idh3a
ILMN_2459676	MEEBO	scl33870.2_144	NA	scl260.1.1_96
ILMN_1221145	RefSeq	NM_031201.1	22122	Tsta3
ILMN_1248479	RefSeq	NM_026449.1	67909	Galnt15
ILMN_3072208	RefSeq	NM_001042527.1	12144	Blm
ILMN_3150996	RefSeq	NM_001042527.1	12144	Blm
ILMN_3133835	RefSeq	NM_001029850.2	14924	Magi1
ILMN_3056789	RefSeq	NM_001029850.2	14924	Magi1
ILMN_2678661	MEEBO	scl43837.20.7_49	NA	Fancc
ILMN_1243037	RefSeq	NM_177358.2	240041	A630033E08Rik
ILMN_1258224	RefSeq	XM_132898.1	NA	LOC232415
ILMN_2688721	MEEBO	scl16057.16_35	NA	5830468K18Rik
ILMN_2659388	RefSeq	NM_176807.2	64931	Folr4
ILMN_1241648	RefSeq	NM_176807.2	64931	Folr4
ILMN_2933618	RefSeq	NM_027189.1	69731	Gemin7
ILMN_1249986	RefSeq	NM_027189.1	69731	Gemin7
ILMN_1251816	RefSeq	NM_146265.1	257665	Olfr1506
ILMN_2719460	RefSeq	NM_198020.1	212528	D8Ertd812e
ILMN_2476131	RefSeq	NM_172255.1	207425	Wdr11
ILMN_2677728	RefSeq	NM_134130.1	106861	Abhd3
ILMN_2739486	MEEBO	scl38548.13.242_0	NA	Lta4h
ILMN_2736221	MEEBO	scl38548.13.242_0	NA	Lta4h
ILMN_1226709	MEEBO	scl38032.11.1_165	NA	Bxdc1
ILMN_2869110	RefSeq	NM_016685.1	12845	Comp
ILMN_1258396	RefSeq	XM_355317.1	NA	LOC381352
ILMN_1243862	RefSeq	NM_008350.1	16156	Il11
ILMN_3119014	RefSeq	NM_205536.1	13713	Elk3
ILMN_1229446	MEEBO	scl36179.1.1_184	NA	Olfr846
ILMN_2688923	MEEBO	scl0001293.1_51	NA	Hnrph1
ILMN_2684987	MEEBO	scl0001293.1_51	NA	Hnrph1
ILMN_2684986	MEEBO	scl0001293.1_51	NA	Hnrph1
ILMN_1256671	MEEBO	scl0001293.1_51	NA	Hnrph1
ILMN_1218767	MEEBO	scl0001293.1_51	NA	Hnrph1
ILMN_1212812	MEEBO	scl24782.5.1_9	NA	Pla2g2e
ILMN_1228573	MEEBO	scl0244813.3_255	NA	Bsx
ILMN_2854009	RefSeq	NM_001011736.1	257881	Olfr205
ILMN_1212720	RefSeq	NM_080469.2	140546	Prnpip1
ILMN_2743837	RefSeq	NM_080469.2	140546	Prnpip1
ILMN_2833388	RefSeq	NM_080469.2	140546	Prnpip1
ILMN_2588852	MEEBO	scl21169.5.1_0	NA	Lcn5
ILMN_1244891	RefSeq	NM_009977.1	13011	Cst7
ILMN_2903351	RefSeq	NM_001039522.1	235497	Leo1
ILMN_1214163	MEEBO	scl35647.8.7_6	NA	B230380D07Rik
ILMN_2924839	RefSeq	NM_145211.1	246730	Oas1a
ILMN_2989364	RefSeq	NM_001004149.1	238803	Zfp366
ILMN_2701485	RefSeq	NM_133501.1	171171	Ntng2
ILMN_2701486	RefSeq	NM_133501.1	171171	Ntng2
ILMN_2645133	MEEBO	scl42021.6.6_18	NA	AI839735
ILMN_2874228	RefSeq	NM_009076.1	269261	Rpl12
ILMN_2718401	MEEBO	scl078558.1_26	NA	Htra3
ILMN_2685879	MEEBO	scl078558.1_26	NA	Htra3
ILMN_1259424	MEEBO	scl0001841.1_90	NA	Zfp288
ILMN_1223234	RefSeq	NM_181392.1	66467	D17Wsu155e
ILMN_2700317	MEEBO	scl40735.10.1_180	NA	Otop2
ILMN_2492161	RefSeq	NM_201357.1	380752	Tssc1
ILMN_2457326	RefSeq	NM_201357.1	380752	Tssc1
ILMN_1246849	RefSeq	NM_201357.1	380752	Tssc1
ILMN_2903639	RefSeq	NM_201357.1	380752	Tssc1
ILMN_2457324	RefSeq	NM_201357.1	380752	Tssc1
ILMN_2676662	RefSeq	NM_181409.2	194126	BC051083
ILMN_2655312	RefSeq	NM_181409.2	194126	BC051083
ILMN_2642922	RefSeq	NM_181409.2	194126	BC051083
ILMN_2739355	MEEBO	scl0237009.2_3	NA	MGC58426
ILMN_2739469	MEEBO	scl34072.1.1_326	NA	Sox1
ILMN_3080159	RefSeq	NM_027869.1	71701	Pnpt1
ILMN_1235070	MEEBO	scl52348.42.1_9	NA	Nrap
ILMN_2717767	RefSeq	NM_147121.1	259125	Olfr644
ILMN_2595408	MEEBO	scl23337.33_353	NA	Pld1
ILMN_2478649	MEEBO	scl0002196.1_51	NA	Ttid
ILMN_2444217	MEEBO	scl0002196.1_51	NA	Ttid
ILMN_1251390	MEEBO	scl30177.14.1_175	NA	Tbxas1
ILMN_2769191	MEEBO	scl30177.14.1_175	NA	Tbxas1
ILMN_2681984	RefSeq	NM_028791.3	74157	1300018I05Rik
ILMN_1258111	RefSeq	NM_080854.1	142681	Slc34a3
ILMN_2638520	MEEBO	scl50156.18_539	NA	Rab11fip3
ILMN_2637365	MEEBO	scl27845.5_85	NA	1500003D12Rik
ILMN_1248003	MEEBO	scl42510.5_14	NA	Dnajb9
ILMN_2628699	RefSeq	NM_175936.1	216144	AJ543404
ILMN_2822796	RefSeq	NM_175936.1	216144	AJ543404
ILMN_2624180	RefSeq	NM_133681.2	66805	9030418M05Rik
ILMN_2895546	RefSeq	NM_001040027.1	654464	Defb17
ILMN_2986122	RefSeq	NM_146949.1	258951	Olfr339
ILMN_2497756	RefSeq	NM_134218.1	171252	V1rh9
ILMN_2599487	MEEBO	scl40850.12.1_163	NA	Nmt1
ILMN_2745614	RefSeq	NM_025459.2	66270	1810015C04Rik
ILMN_2711955	MEEBO	scl52065.1.27_54	NA	Pcdhb9
ILMN_2740419	RefSeq	NM_020278.2	56839	Lgi1
ILMN_2821730	RefSeq	NM_020278.2	56839	Lgi1
ILMN_2994166	RefSeq	NM_001008427.1	434179	LOC434179
ILMN_1256894	RefSeq	NM_021342.1	57814	Kcne4
ILMN_2689877	MEEBO	scl00319358.1_25	NA	C530047H08Rik
ILMN_2716558	MEEBO	scl00319358.1_25	NA	C530047H08Rik
ILMN_2934639	RefSeq	NM_134245.1	171279	V1ri10
ILMN_2419707	RefSeq	NM_134245.1	171279	V1ri10
ILMN_2828731	RefSeq	NM_134089.1	105782	Scrib
ILMN_2722389	RefSeq	NM_134089.1	105782	Scrib
ILMN_2742887	RefSeq	NM_134089.1	105782	Scrib
ILMN_1232489	RefSeq	NM_028339.1	72736	Txndc1
ILMN_2509644	MEEBO	scl29066.12_187	NA	Tpk1
ILMN_2493332	MEEBO	scl29066.12_187	NA	Tpk1
ILMN_1235717	MEEBO	scl29066.12_187	NA	Tpk1
ILMN_3162120	RefSeq	NM_027904.1	71756	Cpn2
ILMN_2742656	RefSeq	NM_206867.1	230398	Ifna6T
ILMN_2729708	MEEBO	scl43824.13_11	NA	Cdc14b
ILMN_1244296	MEEBO	scl43824.13_11	NA	Cdc14b
ILMN_3007728	RefSeq	NM_172757.3	234549	Heatr3
ILMN_2688270	RefSeq	NM_172757.3	234549	Heatr3
ILMN_2762616	RefSeq	NM_172757.3	234549	Heatr3
ILMN_2590644	RefSeq	NM_172757.3	234549	Heatr3
ILMN_1232532	RefSeq	NM_025739.2	66743	4931406I20Rik
ILMN_1243591	RefSeq	NM_025739.2	66743	4931406I20Rik
ILMN_1251692	MEEBO	scl000920.1_9	NA	Dst
ILMN_1244098	MEEBO	scl000920.1_9	NA	Dst
ILMN_2673601	MEEBO	scl27461.14.462_26	NA	Rnf3
ILMN_2690241	RefSeq	NM_008863.3	18768	Pkib
ILMN_3094853	RefSeq	NM_008863.3	18768	Pkib
ILMN_3032453	RefSeq	NM_145825.1	207175	Cetn4
ILMN_3105936	RefSeq	NM_145825.1	207175	Cetn4
ILMN_3078349	RefSeq	NM_001004190.3	434377	Zfp560
ILMN_3157597	RefSeq	NM_001004190.3	434377	Zfp560
ILMN_2733026	RefSeq	NM_080562.2	140629	C330018L13Rik
ILMN_2635377	RefSeq	NM_080562.2	140629	C330018L13Rik
ILMN_1233371	MEEBO	scl52928.27_344	NA	Sorcs3
ILMN_2777493	MEEBO	scl0002303.1_158	NA	Serpina1a
ILMN_1225699	MEEBO	scl0002303.1_158	NA	Serpina1a
ILMN_2747141	MEEBO	scl012399.6_58	NA	Runx3
ILMN_2677191	MEEBO	scl39975.6_48	NA	Aipl1
ILMN_1259366	MEEBO	scl074205.14_0	NA	Acsl3
ILMN_1214911	MEEBO	scl00109032.1_121	NA	5830484A20Rik
ILMN_3000484	RefSeq	NM_146984.1	406186	Olfr142
ILMN_2637203	MEEBO	scl072151.1_272	NA	Rfc5
ILMN_2879185	RefSeq	NM_001011790.1	257971	Olfr1382
ILMN_2928573	RefSeq	NM_019570.3	56210	Rev1
ILMN_2848906	RefSeq	NM_020599.1	19771	Rlbp1
ILMN_2528345	RefSeq	XM_139193.4	NA	LOC239102
ILMN_2921497	RefSeq	NM_001033790.1	545662	B020004J07Rik
ILMN_2604160	RefSeq	NM_146339.2	258336	Olfr77
ILMN_3081970	RefSeq	NM_001033446.2	381142	Gm949
ILMN_2784950	RefSeq	NM_011116.1	18807	Pld3
ILMN_2702101	RefSeq	NM_011116.1	18807	Pld3
ILMN_1220498	RefSeq	NM_011224.1	19309	Pygm
ILMN_2615796	MEEBO	scl54794.2.1_241	NA	Nr0b1
ILMN_2629731	RefSeq	NM_009195.1	20498	Slc12a4
ILMN_2806439	RefSeq	NM_182959.2	216227	Slc17a8
ILMN_2714406	RefSeq	NM_021892.1	60531	Rfrp
ILMN_1220453	RefSeq	NM_181273.2	15203	Heph
ILMN_2748755	RefSeq	NM_181273.2	15203	Heph
ILMN_2743476	RefSeq	NM_181273.2	15203	Heph
ILMN_2862567	RefSeq	NM_173182.1	72007	Fndc3b
ILMN_2674575	RefSeq	NM_026178.2	67468	Mmd
ILMN_2802487	RefSeq	NM_001001444.1	75400	Defb29
ILMN_2898944	RefSeq	NM_025657.2	66606	Lrrc57
ILMN_2835346	RefSeq	NM_026045.3	67229	Prpf18
ILMN_2631882	RefSeq	NM_011582.1	21828	Thbs4
ILMN_2680737	MEEBO	scl22034.13_42	NA	Gria2
ILMN_1217773	RefSeq	NM_019916.1	27140	Tlx3
ILMN_2762056	MEEBO	scl44037.11.1_29	NA	Dtnbp1
ILMN_3162446	RefSeq	NM_001007567.1	66432	Slc7a6os
ILMN_2899011	RefSeq	NM_134177.1	171195	V1rc22
ILMN_2899010	RefSeq	NM_134177.1	171195	V1rc22
ILMN_2484864	RefSeq	NM_134177.1	171195	V1rc22
ILMN_2505467	MEEBO	scl0022144.2_97	NA	Tuba3
ILMN_2491565	MEEBO	scl0022144.2_97	NA	Tuba3
ILMN_2467287	MEEBO	scl0022144.2_97	NA	Tuba3
ILMN_1220219	MEEBO	scl0022144.2_97	NA	Tuba3
ILMN_2599214	MEEBO	scl33247.15_555	NA	6430548M08Rik
ILMN_2908546	RefSeq	NM_145760.2	228998	Arfgap1
ILMN_2908547	RefSeq	NM_145760.2	228998	Arfgap1
ILMN_2700126	RefSeq	NM_145760.2	228998	Arfgap1
ILMN_2697164	RefSeq	NM_198003.1	74149	1300003B13Rik
ILMN_2743494	RefSeq	NM_027002.1	69241	2610028L19Rik
ILMN_2641816	RefSeq	NM_020519.1	57277	1110021N19Rik
ILMN_2606027	RefSeq	NM_008869.2	18783	Pla2g4a
ILMN_2723173	RefSeq	NM_172927.1	245026	E330026B02Rik
ILMN_2746295	MEEBO	scl0001073.1_120	NA	Cxcl12
ILMN_2737302	MEEBO	scl0001073.1_120	NA	Cxcl12
ILMN_2615678	RefSeq	NM_133948.2	101739	Psip1
ILMN_2796429	RefSeq	NM_133948.2	101739	Psip1
ILMN_2617478	RefSeq	NM_133948.2	101739	Psip1
ILMN_2758896	MEEBO	scl067875.2_40	NA	2410019G02Rik
ILMN_2892310	RefSeq	NM_021547.1	59045	Stard3
ILMN_1218868	MEEBO	scl17665.8_37	NA	Cops8
ILMN_2708906	MEEBO	scl50806.5_190	NA	Neu1
ILMN_2623884	MEEBO	scl18746.8_30	NA	BC019755
ILMN_2622829	RefSeq	NM_026269.1	67604	1110007L15Rik
ILMN_2621471	RefSeq	NM_026269.1	67604	1110007L15Rik
ILMN_2745954	RefSeq	NM_026269.1	67604	1110007L15Rik
ILMN_2621472	RefSeq	NM_026269.1	67604	1110007L15Rik
ILMN_2994753	RefSeq	NM_001011833.1	258101	Olfr1137
ILMN_2692960	RefSeq	NM_026184.2	67475	1300013B24Rik
ILMN_2506115	RefSeq	NM_009469.3	22241	Ulk1
ILMN_1228475	RefSeq	NM_009469.3	22241	Ulk1
ILMN_3161289	MEEBO	scl38770.6_53	NA	Gnaz
ILMN_2685392	RefSeq	NM_009917.2	12774	Ccr5
ILMN_2685393	RefSeq	NM_009917.2	12774	Ccr5
ILMN_2888191	RefSeq	NM_009917.2	12774	Ccr5
ILMN_2492196	RefSeq	NM_134243.1	171277	V1rh20
ILMN_2738699	RefSeq	NM_023224.3	80794	Cblc
ILMN_2619380	MEEBO	scl36455.12.1_30	NA	Nckipsd
ILMN_2666438	MEEBO	scl069920.4_5	NA	Polr2i
ILMN_1248290	RefSeq	NM_009527.2	22421	Wnt7a
ILMN_2690911	MEEBO	scl17572.15_68	NA	Cdh7
ILMN_1233711	MEEBO	scl36019.3.332_28	NA	Olfr891
ILMN_1217978	MEEBO	scl29006.2.1_119	NA	Hoxa5
ILMN_1253692	MEEBO	scl34321.28_401	NA	Glg1
ILMN_3161560	RefSeq	NM_001033786.1	434800	4930428E23Rik
ILMN_3112268	RefSeq	NM_019448.2	54427	Dnmt3l
ILMN_1250149	RefSeq	NM_019448.2	54427	Dnmt3l
ILMN_2763115	RefSeq	NM_177613.2	216150	Cdc34
ILMN_2724386	RefSeq	NM_177613.2	216150	Cdc34
ILMN_1237245	RefSeq	NM_199028.1	331623	AK122525
ILMN_2658914	RefSeq	NM_199028.1	331623	AK122525
ILMN_2624018	MEEBO	scl076576.1_204	NA	Eef1d
ILMN_2423292	MEEBO	scl076576.1_204	NA	Eef1d
ILMN_3007428	RefSeq	NM_011448.2	20682	Sox9
ILMN_2477324	RefSeq	NM_011280.1	19824	Trim10
ILMN_2467559	RefSeq	NM_011280.1	19824	Trim10
ILMN_2783997	RefSeq	NM_011280.1	19824	Trim10
ILMN_2788283	RefSeq	NM_172150.2	245866	Ift52
ILMN_3055507	RefSeq	NM_029634.1	76500	Ihpk2
ILMN_3132262	RefSeq	NM_029634.1	76500	Ihpk2
ILMN_2603944	MEEBO	scl000922.1_34	NA	Rgl1
ILMN_2717176	MEEBO	scl000922.1_34	NA	Rgl1
ILMN_1224540	RefSeq	NM_133222.1	170757	Eltd1
ILMN_2760135	RefSeq	NM_207560.1	404322	Olfr924
ILMN_2734882	MEEBO	scl0002535.1_10	NA	2610019I03Rik
ILMN_1243290	RefSeq	NM_010166.2	14050	Eya3
ILMN_2761966	RefSeq	NM_010166.2	14050	Eya3
ILMN_3089834	RefSeq	NM_010166.2	14050	Eya3
ILMN_2979824	RefSeq	NM_009063.2	19737	Rgs5
ILMN_2624293	MEEBO	scl0269717.2_160	NA	A730041O15Rik
ILMN_2655144	RefSeq	NM_029624.2	76483	2400010G15Rik
ILMN_3161936	RefSeq	NM_008621.2	17524	Mpp1
ILMN_1226317	MEEBO	scl0002747.1_30	NA	Ankrd6
ILMN_2630789	MEEBO	scl0002747.1_30	NA	Ankrd6
ILMN_1235975	MEEBO	scl0002747.1_30	NA	Ankrd6
ILMN_2601590	MEEBO	scl0056436.1_11	NA	Adrm1
ILMN_2514689	MEEBO	scl0021941.2_224	NA	Tnfrsf8
ILMN_2485458	MEEBO	scl0021941.2_224	NA	Tnfrsf8
ILMN_1239462	RefSeq	NM_009292.1	20899	Stra8
ILMN_2739637	RefSeq	NM_146453.1	258445	Olfr693
ILMN_2845974	RefSeq	NM_025542.1	66404	2410001C21Rik
ILMN_2845980	RefSeq	NM_025542.1	66404	2410001C21Rik
