ILMN_ID	GSM1847063	GSM1847064	GSM1847065	GSM1847066	GSM1847067	GSM1847068	GSM1847069	GSM1847070
ILMN_1213711	9.783127079554617	9.694246089260817	9.780901585117444	9.682263749032536	9.936601723958232	9.866847565877523	9.820821807924439	9.82407806196433
ILMN_1213725	8.099992079077722	8.133184863128436	8.109969041916719	7.760769838074121	8.633791911678873	8.550199611673044	8.286357687862665	8.44237832960543
ILMN_1213728	2.695393010369241	3.554054648665627	3.7206122824429704	3.6062538837266755	2.5966735258647766	2.931486020245766	3.3378751875727937	2.7422630265415497
ILMN_1213736	2.4237704278734884	3.3267746139970593	1.2791336863064586	3.494497535740026	2.757972210601705	2.8568743719572787	2.02663365301845	3.837197488593964
ILMN_1213745	6.039460200109652	6.4248156284336755	6.054010133547079	5.933728890289587	6.079612993984744	6.409223573805756	6.4468002814208685	6.210514331062552
ILMN_1213779	7.483549781032848	7.334348379485041	7.780338317420407	7.634095876905197	7.759303665174937	7.733615330910643	7.934942807346634	7.64546245752516
ILMN_1213805	2.5121229480351808	2.7710063862151455	3.7431217655320426	1.956971432561272	2.4004578687170612	1.2103576909227645	1.781326137685733	3.5305152715813812
ILMN_1213809	8.496536649148045	8.66196011521925	8.073344146770202	8.872386466322926	7.369978525083797	6.983652616026476	6.754598934297542	6.94801556831765
ILMN_1213838	5.882381873467637	5.893337696390199	6.1133435729971985	6.02174621050222	5.8166032902299944	5.752103622509884	5.618121754966421	5.990084671051456
ILMN_1213855	8.826581535433151	8.816170238620579	8.75697055836516	8.599100539845194	8.547638760219415	8.670759977818049	8.701763199757918	8.763603783781797
ILMN_1213858	2.011410835074428	2.696970418574217	3.0438139518768916	3.4069080442675803	2.528119186915374	3.8967232864900883	3.9825637814385972	3.8107299690625918
ILMN_1213872	9.56731346733556	9.531045702413698	9.70397553341702	9.78570109706283	9.608297519943681	9.761489068899554	9.930120512716687	9.721120555477883
ILMN_1213880	4.101028090725504	3.5583288676900438	3.448799219061905	2.427192880678781	3.418909091838066	3.7754267102095427	3.60258515204521	3.951108433094355
ILMN_1213883	11.153483631902127	11.289273108147686	11.318677808912833	11.200203443456184	10.984664821024582	10.92261264685324	11.052615596467417	10.974149975842876
ILMN_1213886	3.796062977379079	4.618622774876933	4.326057664340269	1.6156234579168314	4.0328563846882695	4.536406690252762	3.9291120897449	5.320105902798928
ILMN_1213899	5.7191522200918445	5.396769161993486	6.020304171712131	6.028896638623293	6.2902634851442984	6.166541323017113	6.2745341445866005	5.751723196548423
ILMN_1213911	6.086784827446291	6.356240315405974	6.362257712113179	6.375455667034234	6.260395318026651	6.30143546790371	6.491137983583505	6.49440888975277
ILMN_1213914	12.128444206649585	11.999696001708946	12.083321087585018	12.151879423537965	12.151879423537965	12.257693970372346	12.189459824670275	12.25385841445389
ILMN_1213920	7.8009652402339675	7.783021789668209	7.822546613226615	7.795879264407722	7.7913283167859	7.612672439586243	7.78563293679407	7.773598158053114
ILMN_1213929	4.138205846891409	4.615994154158006	4.857210688853983	4.633434116668258	4.931039562341143	4.343677147610591	5.05606583396707	4.5938413601386205
ILMN_1213947	7.703137392375588	7.818478005705989	7.902310591258693	7.850196215914583	8.034843521774093	7.578509311603297	7.922888221175488	8.126105075019575
ILMN_1213954	12.742373021066644	13.052721549737377	12.97190436220779	12.78857947986358	12.766371545219092	12.663477383972097	12.828229724672372	12.828229724672372
ILMN_1213958	5.255661988738709	5.454547378816852	5.242603649110018	5.629959802803654	5.611649854332214	5.703358498491073	5.641361923442504	5.424514005716162
ILMN_1213975	5.585395244325127	4.849102548977505	5.551191759320204	5.00109648229148	3.2488400710738983	3.569799721798502	4.266652382554819	4.266936423302785
ILMN_1213978	7.966753450126427	8.235421680042517	7.944773544453506	8.505537673845364	7.703137392375588	7.290119325069016	7.25720301501846	7.246671252472313
ILMN_1213981	4.186538589525647	3.636389130295439	4.398314110957665	3.6704256827172017	3.6896860640652163	3.8249561955295133	4.802069625943937	4.958792574352604
ILMN_1213982	9.252283659023899	9.277004646046583	9.129112202045258	9.019012978720712	8.843170152133304	8.898696606668686	8.96750929331447	9.166220337292298
ILMN_1214036	10.49064633841386	10.402170028225797	10.507270378967842	10.35708679242299	10.572200927827192	10.675424301462833	10.673767519999044	10.765359039806254
ILMN_1214050	7.582786298010052	7.718660957729607	7.9504520834217205	7.841148540056214	7.81389980793289	7.540902177305075	7.781279051501573	7.659684136754359
ILMN_1214053	7.495891793162108	7.319733530133149	7.44468445778449	7.37105609685415	7.75547915296108	7.543580945484161	7.662306632905705	7.671812773752761
ILMN_1214054	10.283499335201885	10.212489089625358	10.31082405853302	10.273715188283711	10.059245753850826	10.236028547003203	10.367577468460217	10.232081500137522
ILMN_1214057	5.768667348210933	5.020674649552548	5.28953608557966	4.81375913384424	4.996405921286353	5.075729854463596	5.351673200630228	5.411769590693357
ILMN_1214060	1.9547688070970777	2.1912139362035363	3.4694926971316864	2.5105804405258834	3.1786474041247104	2.632247971088353	2.3436028216898857	2.7169281385485373
ILMN_1214066	3.9491099990876792	3.1214910802427314	4.001890494687482	3.208428454229634	4.857613309782495	4.868309450442683	4.777793163432236	4.996405921286353
ILMN_1214070	7.443106826213853	7.18447371210033	7.145182207920321	7.029170149931306	7.684201589808107	7.748651084116958	7.351198092246399	7.30466709413141
ILMN_1214090	9.950780266428024	9.833278635252011	9.672089734901512	9.69884788750815	9.688886878085338	9.989377468420551	9.89697186202036	9.731590401897554
ILMN_1214092	7.121837047093304	7.075770065883066	7.25289340755489	7.246671252472313	7.140126269471143	7.117215034031337	7.147246653084206	7.176115290514383
ILMN_1214110	4.524698101362034	4.526093232080087	4.921980856835034	4.418432176215608	4.8759264872188135	5.3208225670147895	5.31693060979572	4.754686579530244
ILMN_1214118	10.5838772535981	10.569148324587406	10.630268035244175	10.351302571204442	10.351302571204442	10.283499335201885	10.332378993893395	10.252787228611558
ILMN_1214126	5.4130273721365585	4.6862270895518225	5.198162122702808	4.814196627568849	5.399907295785698	5.800476733579991	5.139080199730657	5.360344960876861
ILMN_1214150	7.21117772000243	7.854940048836464	7.798055700577895	7.396907843736328	7.457740379328936	7.760769838074121	7.706416585626904	7.640265184431705
ILMN_1214163	7.9120078856432885	7.730942183812195	8.129703913345177	7.886893953550491	8.137207372001207	8.085444308759504	8.292848453929656	7.945090288880791
ILMN_1214167	8.723955084292955	8.73146668754931	8.798145152872953	8.787183970554857	8.934418604470997	8.853146092694601	8.901226229689318	8.892254704221893
ILMN_1214179	8.182894367918612	8.067317649670894	8.215922195830494	8.11455651200057	8.336032054924985	8.177894876277698	8.230783744956009	7.9203987112469525
ILMN_1214180	2.5836415897905085	2.868798360499144	3.3073036319429976	1.8267693361926258	3.3091466404554786	2.4948482260278717	4.185627926014355	3.186429879069178
ILMN_1214187	8.504055835466062	8.423503378817935	8.3091488965303	8.251471522314665	8.250513503202034	8.322554178833595	8.330230762782158	8.431591621870602
ILMN_1214188	1.7659908204929848	2.08489459622067	1.265876718960107	-2.284495265224804	3.1113882684566976	3.0576332618952096	2.5895293296022657	2.951959237237282
ILMN_1214190	0.5539610506712733	-3.17668498072678	2.2431051133767665	1.6772398613674582	3.5390731776351663	2.7550257805277822	2.897726793239128	3.267154025133703
ILMN_1214224	4.092893265722026	3.4781136962406793	4.4152394624474764	3.336311955800214	3.587450205847279	4.0878591036392	4.735160916756864	4.67351176306838
ILMN_1214239	8.980902147504125	9.202728208482808	8.956009882585853	8.933847897192008	9.299259542290104	8.82287160668896	9.047754305734552	8.904667734789337
ILMN_1214241	4.240768439629267	5.153353815352712	3.9570565248317147	4.537229584779814	4.511488280383131	4.057688535472755	4.7080271729864975	4.572436178712757
ILMN_1214277	2.9504839048416533	3.4880213438786942	2.303835679114665	0.14419650653705	3.6097750519864444	3.93771255258671	3.8501243142957073	1.9710509073199025
ILMN_1214319	6.2185103464928275	5.920650356397222	6.059839786714276	5.988226359505237	6.0829980118545235	5.886288702222477	6.106975341792305	5.897856586188469
ILMN_1214353	3.6550701320809194	4.424707145564151	4.149544721609296	3.630887687191171	2.831454502035245	3.1392522230820528	3.6037129782619983	4.632760858272615
ILMN_1214358	7.06628620177595	7.180596445056965	6.923130159977237	7.415713040840744	7.665098528126695	7.768524443054016	7.514422921842764	7.627155195724246
ILMN_1214375	9.03901086903546	8.951957232972807	9.02906521432437	8.982839317827839	8.96969330426579	8.935286767257944	9.06905604392059	9.15807694129954
ILMN_1214394	9.224337700980445	9.074197402904238	9.209734566275856	9.089762953955912	8.793810067205841	8.821110987003483	8.739166954232497	8.72136069621493
ILMN_1214405	4.292585205444627	3.688467973535115	4.319911963170904	5.1307690516332585	4.383801735890139	5.209784367678873	5.360344960876861	5.371845282324283
ILMN_1214416	6.430126842177447	6.574110290211313	6.449275613463326	6.27132519492038	6.704663123659732	6.44605652192616	6.340745976638837	6.410056968025758
ILMN_1214441	3.767299906691481	3.706513976092359	4.422274046926327	2.946078786791438	4.771302468257794	4.416645883628175	3.325465570735668	2.6109298641123497
ILMN_1214450	8.737196294215698	8.855230725299	8.628917551373402	8.531878909575207	8.58517438099571	8.772201067548314	8.718898597853551	8.722594098956584
ILMN_1214471	5.772885665825655	5.034224520822765	5.793270093589447	5.637408247823876	5.495859822541386	5.662279000016785	5.200938612611268	5.400333328350535
ILMN_1214483	1.9872859351850904	3.240541631311912	3.8578705501073545	2.310749020165514	3.916615174727547	1.8501433216807865	2.8247226473116847	0.9561481193530587
ILMN_1214486	9.958597518028565	9.80862396758427	9.91179238127474	9.918465547097718	9.540095870677904	9.562139180048453	9.674242240682464	9.61201239167586
ILMN_1214487	6.344667143266043	6.4573408196156645	6.303859455088677	6.408358445760633	6.31152291460712	5.943427454107829	6.302499833513498	6.613057896161174
ILMN_1214488	7.012920589173297	6.833633949240117	6.74973671345632	6.746148814491549	6.820255563658052	7.001663775088792	6.914300212476619	7.127171015043997
ILMN_1214498	5.480693923986199	5.8993963208005145	5.562814198269868	6.001602304748408	4.461721063124209	4.75155851944024	4.869814170902607	4.839234027676077
ILMN_1214508	2.5470763977190725	0.6927744387056207	2.45214415954363	1.8459428105027997	1.9934001058924347	1.9365595484794833	0.13106656900527366	2.630627730050539
ILMN_1214515	7.098693254415782	7.290119325069016	7.272666172621989	7.273374149514264	7.201821046548043	7.270610231844772	7.176115290514383	7.334348379485041
ILMN_1214517	4.566919243442311	3.8070787225698393	4.735160916756864	4.005638919936719	4.2732159808654036	4.679696839356906	4.820616045563103	4.984216552818486
ILMN_1214544	4.149119512267767	4.2228965036541615	4.374249382983129	3.9973818393097864	3.4953958490952903	3.8807873820077394	3.7915400893383575	4.319648279029127
ILMN_1214561	10.280106095932686	10.39933240511455	10.272719586157322	10.024739373510018	10.119105831543838	10.209376598563274	10.329741409391822	10.237880353370906
ILMN_1214563	2.0769284434494275	3.3584975396448264	4.419891432317859	3.8881441321446393	3.1337331672348276	2.8059719514615895	2.852854209549242	4.071957406260209
ILMN_1214585	3.0341308277075627	0.5438531722228868	2.8250657282253964	1.7297876718939749	2.2111835617678324	2.8643680242170713	-1.1566959500274854	1.4361069241565196
ILMN_1214593	1.920282627658679	3.489631560019532	3.1983398178754268	2.3756447495659527	4.143205640595432	3.5335297098550784	2.5911863081575013	3.8362564215929003
ILMN_1214631	5.601170561843291	5.483982120890015	5.708288232176578	5.6891627131572795	6.206000415791437	6.318316118179393	6.14566930435317	5.998543495559649
ILMN_1214634	7.860417215984714	7.87601897736658	8.361417905458278	8.292156875444219	8.040658499629252	7.858541174389389	8.129703913345177	8.057139929400558
ILMN_1214645	6.087549188207723	5.488483195793208	5.69843658877928	5.28328174919378	5.410698952270056	5.593087798124467	6.008800593339705	5.890293221845161
ILMN_1214664	7.760769838074121	7.62066851271148	7.861328265749262	7.411490650317484	7.569340702119732	7.6647210417354765	7.476917089904667	7.634095876905197
ILMN_1214671	10.018202961250351	9.983981169062817	9.739601400732862	9.788339055483094	10.142280680948028	10.029563314432659	10.124007546444474	10.205018554853488
ILMN_1214713	4.439813932994072	2.7014297330336823	2.827425989083278	2.807188178095131	3.4995448823986197	4.137811702954337	2.532761295837408	4.459484079321323
ILMN_1214731	10.034691684791687	10.179046946544416	10.14908276805431	10.315640946105205	9.653668776486953	9.69330939750955	9.619268286294393	9.607502317135257
ILMN_1214738	5.643285635349512	5.624054383636803	5.358489451757336	5.713318872521279	6.23719829483909	6.149788570992049	5.936353611735388	5.805487742838086
ILMN_1214750	9.181528973513835	8.994855463951872	9.281259626387966	9.08514736802743	8.851351464823813	8.816913566074609	8.935286767257944	8.884504208701104
ILMN_1214753	4.111478745627174	4.520438592691408	3.225186841330446	4.448057811562883	4.249173008591149	4.358422285374693	3.9106079554791426	4.194984516385676
ILMN_1214762	8.23180966104603	8.375856582224655	8.390161645953437	8.470478297122687	8.35285693379335	8.340555593163975	8.382160993059859	8.561313915351407
ILMN_1214793	8.153198344410324	8.086141533922936	8.099254696360196	8.160281891560002	8.282285036895392	8.467424590542882	8.356580057367596	8.437571490107336
ILMN_1214800	6.528346896078464	6.547864673879743	6.367651853599705	6.514989983853721	6.6516946597003885	6.7814934844991654	6.6217340986315465	6.2924339147451835
ILMN_1214810	9.691459662368782	9.635327968645315	9.57826342359598	9.624581456975838	9.463978771076718	9.49454001667878	9.53338366200315	9.587628833271514
ILMN_1214811	8.469051188456794	8.30807913958126	8.501141339619775	8.687234294145139	8.72833653041623	8.81420303768645	8.728048045770118	8.57214388119413
ILMN_1214823	9.585297400031926	9.900107684304544	9.740283862258586	9.695004647729482	9.52855569167346	9.638485511436693	9.677899482890055	9.815918802953549
ILMN_1214829	2.248187782523184	3.81923387918578	3.021433532002069	1.7963415013434905	2.8859635857347934	2.6679050651591947	4.310646224533329	1.8880348030277208
ILMN_1214841	1.6742531814351638	3.4513680685144887	3.0571935969371475	0.8382434526423264	1.1865081641009325	2.8250657282253964	3.2430891143218945	1.7571372063780142
ILMN_1214850	6.529600622054066	6.609129674592871	6.61723911387194	6.563075740643129	6.756134627019757	6.784938401147791	6.6909017306019	6.593492416037015
ILMN_1214866	6.843986355701852	6.900497334161151	6.479366389621341	6.54964653218732	6.262420002525928	6.540296385166813	6.389892861164242	6.65700825913597
ILMN_1214880	4.621512722019673	5.228493181775892	5.612904462880026	4.333636257965305	3.9479718672927504	4.155326657998456	4.0878591036392	4.3927323096905955
ILMN_1214899	2.6147880419556735	2.1758158252367585	0.5583205400684723	2.3967354654532937	1.2537503095278928	3.627766739640613	2.9616703678975207	3.2954736900134076
ILMN_1214907	2.9556278703022802	2.234413333714999	2.951577537768565	3.7517636265903764	3.054630406968811	3.4765346336509415	3.119327289646082	3.4026471482047627
ILMN_1214911	4.6722205213133705	4.026779702153501	3.561018133099316	4.627606838129649	3.217975295971353	4.206551021072404	2.401865254014587	1.5392039838197296
ILMN_1214918	12.118742558759548	11.895249219177089	12.08155334086683	12.03654179630247	12.230179892144395	12.01570042687497	12.299519137518683	12.114376460850565
ILMN_1214934	10.306426305602871	10.369722745159532	10.217104668809032	10.308684871406488	10.162619170976122	10.249087372534778	10.268372399102509	10.279200811400674
ILMN_1214937	9.968532884147633	10.034691684791687	9.848134500789893	9.786908160716871	10.097539692424432	10.062979741066027	9.972055016500176	10.219837669247628
ILMN_1214950	3.4867195209074797	3.8698694325853356	3.174709691391041	3.7085271730707037	2.8481493833479665	3.0041955624054064	0.42083269180157623	1.3999268406903498
ILMN_1214951	8.186421816578935	7.934059394900794	8.17375857445217	8.121693059711134	7.943099088900436	8.2087688979358	7.9203987112469525	8.095387527876216
ILMN_1214952	10.606939993449256	10.644568344652393	10.81348861505766	10.768187633706711	10.800543225501594	10.820332958699764	10.853633930360186	10.641812427665549
