gene_id,gene_name,logFC,logCPM,PValue,FDR
ENSDARG00000056347,rab3aa,0.54844267181383,4.349403686310203,0.001094486665481203,0.007973843307183544
ENSDARG00000037739,zgc:112980,-0.5009723610803283,2.883364417961055,0.0011011287628840943,0.008008209184611594
ENSDARG00000003375,gng12a,0.6729935815595108,2.8905469625353386,0.0011297579634879957,0.00817000109189059
ENSDARG00000030765,hadh,0.6012103308788884,2.7033455307028227,0.001139230122330558,0.00822420357291995
ENSDARG00000076757,ephb1,-0.47793181039265353,4.448397262171957,0.0011567721510393845,0.008325557350041245
ENSDARG00000003244,gbp3,-0.7837150848272523,2.237532986924085,0.001186391959053009,0.008476411420627767
ENSDARG00000089225,ro60,0.4640753310600772,3.391626447158458,0.0012225178440998428,0.008678624968353832
ENSDARG00000039272,pls1,-0.8769490541936977,1.4460992359407618,0.0012449377603858025,0.008794769622795767
ENSDARG00000079280,dhrsx,0.5669270060871231,4.053993841978477,0.001256033370357302,0.00883737644090719
ENSDARG00000099664,selenof,1.114867509454074,3.28769194983022,0.0012662762651730033,0.008879408787390972
ENSDARG00000059866,cactin,-0.4037557883610118,5.406861908568299,0.0012871887565476046,0.008999504583593337
ENSDARG00000077533,eif3f,0.4418866621280662,5.161461038419082,0.001315521074888363,0.009162942941039079
ENSDARG00000074381,farp1,0.5200643135857075,6.301940925147765,0.0013339570587190199,0.009273928121454535
ENSDARG00000079552,maml3,-0.34557654049283454,5.849844886913235,0.001382835392119419,0.009532055064153742
ENSDARG00000101215,sgip1b,-0.40851871918955274,5.646501965604346,0.0014196336242913983,0.009701407054809711
ENSDARG00000094133,wu:fc21g02,-0.7225978889435369,2.511800381651748,0.0014485031768943894,0.009861482255590553
ENSDARG00000020261,rab2a,0.381842466098649,7.203130849338518,0.0014659813199087257,0.009944528806881858
ENSDARG00000052703,cisd2,0.9962103329362418,0.9867460333857113,0.0014741391064340406,0.00998358759913001
ENSDARG00000038669,gbp2,-0.7209851655186118,1.5134553545025928,0.0014775488252285226,0.009998541054006757
ENSDARG00000006621,pspc1,-0.3918277015063681,5.203712391280572,0.0014873050075030155,0.010035991615916538
ENSDARG00000039522,tubb2,0.4527027547748945,6.337615013900998,0.0014891689533950722,0.010036683686782781
ENSDARG00000104244,twsg1a,0.9015534834001638,3.3339135694312345,0.0014997671505169053,0.010083282983677295
ENSDARG00000015901,ptbp2b,0.4558093782818031,5.217070698983201,0.0015914735619555077,0.010584380523956693
ENSDARG00000030340,guk1a,-0.4040444752078051,5.44714528655555,0.00160078066672548,0.010625045988955717
ENSDARG00000014098,pkd2,0.4219485041746774,3.811249513103389,0.0016369591705792334,0.010817708815373802
ENSDARG00000043548,atg4da,0.7604138674868367,4.106464154137674,0.0016681799371525109,0.010972710879955324
ENSDARG00000069559,muc13a,-1.6272404501039694,0.5817896785382678,0.0017260345103372828,0.01123678178873724
ENSDARG00000070284,sft2d3,0.645616668784764,2.822020348741717,0.0017452487810637875,0.011326419546373409
ENSDARG00000068261,pros1,0.5636564218047982,4.078271586355511,0.0017579976784830537,0.011391386826307637
ENSDARG00000037455,ugt8,0.4912511394968582,5.5885409715023195,0.0018993131820800554,0.012099759322286416
ENSDARG00000076896,si:dkey-188g12.1,-1.136493336048147,0.6815388533256956,0.0019108869518635319,0.012154877247327665
ENSDARG00000062055,rnf38,-0.4168302733901417,5.571618523639724,0.0019216353195449323,0.012206326535325768
ENSDARG00000075141,gprc5bb,0.5518522877551879,4.137925658465233,0.0019532843492295724,0.012363119671067322
ENSDARG00000079886,otulinb,-0.626189548341274,3.0190951428260413,0.001959256931350025,0.01237412763175158
ENSDARG00000053496,gemin8,-0.6286885199768606,2.5410928243546715,0.001962231042567971,0.012381927657552205
ENSDARG00000055565,cacnb2b,-0.9836098484495042,3.9913466519042173,0.0019636963394399198,0.012381927657552205
ENSDARG00000052361,il15,0.6204576560197007,1.9114997380878176,0.0019685081772145546,0.0124028686364446
ENSDARG00000088975,si:ch211-14k19.8,-1.1188400237646385,0.9754275164089898,0.0020002214814050325,0.01253622804164962
ENSDARG00000014692,znf622,-0.4819710527868746,4.784039980168632,0.0020270446563695134,0.012666174645883856
ENSDARG00000104824,CU929073.1,-0.6206714436657483,2.504990769508289,0.00202892155716559,0.012668048428592345
ENSDARG00000014624,si:dkeyp-94g1.1,1.3620722139823804,1.7148534721604671,0.0020367037237071298,0.012697920555446473
ENSDARG00000020596,miga1,0.562944159447445,3.0920123655348855,0.0020487807759498405,0.01274933138063027
ENSDARG00000075858,fam155a,-0.4816150730836739,4.496082510714354,0.002065899135959387,0.012812732621082444
ENSDARG00000062198,pcm1,-0.35290096021851525,6.1828729183735565,0.0020773069868140403,0.012871708354602131
ENSDARG00000020857,ccdc149b,-0.39799373997597237,4.345501311353465,0.002142326014759019,0.013159211844071641
ENSDARG00000078136,wdr47a,0.33623236959742875,5.753032230303644,0.0021826333984206986,0.013303670237992829
ENSDARG00000089879,soul5l,-1.3960580884042124,2.3244751542530864,0.002256367211952258,0.013671622727597034
ENSDARG00000103672,cirbpa,0.49187798980461456,7.847391273605508,0.0022738446449831777,0.013758827233643665
ENSDARG00000061450,tesk2,-0.34840790457085724,4.281623463183043,0.002339385832005215,0.014063359914944644
ENSDARG00000077022,fam131a,-0.43859110452433864,4.415817123402867,0.002355379967694303,0.014136938829113823
ENSDARG00000031709,mllt1b,-0.4961794994888716,4.290636271781587,0.0023567228552861625,0.014136938829113823
ENSDARG00000036546,pdxkb,0.625286852193866,3.385940275257591,0.0023799150227768336,0.014237902382065164
ENSDARG00000094295,CR855337.1,-0.7061484699231086,1.9933974330193294,0.002381919731439678,0.014237902382065164
ENSDARG00000015790,atp1b3a,0.5086776972914593,4.718288661737599,0.002474818735271766,0.014648691558412384
ENSDARG00000061451,n4bp2,-0.4670054159238304,4.565113262135686,0.002623920143079398,0.015292900917072331
ENSDARG00000003779,ctnnd2b,0.31449332836040467,6.538545137804101,0.0026291190494651287,0.01530204301612443
ENSDARG00000098801,sbno2a,-0.42810288688687836,4.854521018141181,0.0026412216742257156,0.01534028923529351
ENSDARG00000117748,CABZ01058723.1,-1.0156576322984967,1.3972202159955573,0.0026426816935942537,0.015343413601328813
ENSDARG00000068745,map4l,-0.3689090554570363,9.594247247520507,0.0026984996516605454,0.015576800160826767
ENSDARG00000007734,stn1,0.6588522400871147,2.3063005861473425,0.0027189240436310213,0.015665822744466828
ENSDARG00000099331,CABZ01064859.1,-0.5073560786771061,2.7262474331448963,0.0027539524135325967,0.01582166346646863
ENSDARG00000025889,usp14,0.45942849597607627,4.124460891033115,0.002784732332766744,0.01595110017805116
ENSDARG00000045297,phb2a,0.41631142802694315,4.66306298694439,0.0028965967967510536,0.016455913519268534
ENSDARG00000096667,hemgn,-0.6755879577125219,2.025206526386773,0.0029055004656381228,0.016500862712702513
ENSDARG00000007804,gas6,0.5332600383138268,4.799851695317279,0.002917528565963248,0.016546583277991973
ENSDARG00000078854,tusc3,0.6185618452059842,4.272016972586452,0.0029227841622561017,0.016570742235073776
ENSDARG00000103432,exosc4,0.674753405233056,1.9783155604044143,0.0029414458192589636,0.016665188434616666
ENSDARG00000060036,aimp1a,0.5141726070843137,3.8788541066118003,0.0029591962180702393,0.016760049376681
ENSDARG00000076836,gpx4b,0.4682446799711719,6.667835242472235,0.003001285864544593,0.016923550249414446
ENSDARG00000100313,pip5k1cb,-0.3410468040630779,6.783138938149709,0.0030150781393668154,0.016979382500529404
ENSDARG00000099015,wacb,-0.8294632029856581,1.5331439385760781,0.0031237089180781207,0.01744831030440414
ENSDARG00000052386,cldnd1b,-0.5676208046460551,2.8189407630892616,0.0031290490743701473,0.01745792925515491
ENSDARG00000116404,CABZ01086574.1,0.6894716610663443,2.154633889146528,0.003159821694311255,0.017548741133591627
ENSDARG00000013044,ndufv2,0.49478404762560757,5.203079174127592,0.0031793868644748612,0.01762325030808184
ENSDARG00000103054,dnm2b,1.0594718661963722,1.296504995472571,0.003314004925163162,0.018210227253643612
ENSDARG00000058287,gpalpp1,-0.3468152067837844,4.505666165384323,0.0034693278051479834,0.018792192277884912
ENSDARG00000083699,CT027646.4,-0.7015750389669817,4.833412329006584,0.0035709719911641833,0.019186623807869556
ENSDARG00000094160,si:ch73-160h15.3,0.651090031302967,2.5815505833331844,0.0037566596845759167,0.01990156547320702
ENSDARG00000075211,chd7,-0.3849973523230148,6.857180630556534,0.0038282790941695623,0.020216618256738022
ENSDARG00000098706,si:ch73-236c18.7,-1.1653534141036466,-0.055424079667339164,0.0038837133122936133,0.020425091503339356
ENSDARG00000078503,si:dkey-76b14.2,-1.0171753500399212,0.9205136299773801,0.0039174461515322214,0.02056999178336894
ENSDARG00000074989,sparcl1,-0.7307449779101464,1.6395582505429833,0.003945593295555141,0.020659116563259142
ENSDARG00000012914,arhgef4,-0.3658400698111592,8.272124064925578,0.003951259571392063,0.02068227721546522
ENSDARG00000017119,vps37a,-0.34664811635654036,4.343751770162671,0.004071663665124172,0.021139322266944278
ENSDARG00000076972,plvapa,-1.4017974840753047,0.18911707971968902,0.004113487315332059,0.02129695984042485
ENSDARG00000060477,vps8,0.3356951712749457,4.5995856474949255,0.004209742883259192,0.021680631871690795
ENSDARG00000010773,pnpla6,-0.6278267662058046,8.13210097743241,0.00426292392032836,0.021908200872725752
ENSDARG00000069996,dnajb14,-0.32588305723902855,4.458645075844554,0.004340356704902205,0.022236310212306865
ENSDARG00000096546,nrp2a,0.36285529198471234,5.456745380745527,0.004597640662454113,0.023234850117167805
ENSDARG00000024828,tmem134,0.6314583863747719,1.7946070453816538,0.004604126033615527,0.023251185796468093
ENSDARG00000008396,ftr24,-0.7230101050319556,2.5803934548285117,0.004708722365355486,0.023693117677506887
ENSDARG00000009735,gigyf2,-0.292076645270971,6.4302671335061605,0.004730685166806865,0.023773826638583042
ENSDARG00000091592,peli1a,0.5408558688008845,2.267367133147793,0.004743927078172931,0.023812653568868046
ENSDARG00000075673,arhgap21b,0.3608139747853149,7.667904975522513,0.004776735284954132,0.023948440838094835
ENSDARG00000007477,fbxo8,0.5143451549481778,3.6141388494232554,0.004808965785182621,0.02408100832544051
ENSDARG00000018809,abhd3,0.600797405856067,6.768890526326014,0.0048823989088057846,0.024302458223909137
ENSDARG00000025518,zgc:101679,0.5510104128992014,3.1067059816338034,0.004921155725534921,0.024407758948703753
ENSDARG00000003142,dachc,-0.6427379401052606,4.110003488252327,0.004938868462768453,0.024473725795255225
ENSDARG00000078599,micu3a,0.5672416942445144,4.000789701713879,0.004958637001678919,0.02455705943688608
ENSDARG00000104401,yme1l1b,0.4288085250882575,4.399045737523447,0.0050309727603190055,0.024863494722812074
ENSDARG00000002970,ss18,-0.41376625571917086,6.270876687083281,0.005068836037369013,0.025002049386988003
ENSDARG00000031681,atp6v0b,0.4573784312740633,6.599499432119426,0.005069526119693361,0.025002049386988003
ENSDARG00000038585,eif4e2,-0.5015466379567344,4.540713033400603,0.005136491883145827,0.025232317753501845
ENSDARG00000090770,FO834800.1,-0.32457908769896604,3.9962766018534333,0.005174356948951714,0.02536478543383127
ENSDARG00000076360,rpl37,-0.6281673228123044,2.97885790530746,0.005218132830419053,0.025508146386067285
ENSDARG00000075201,inpp4b,-0.41614246941755784,4.859717995332154,0.0052795073773431855,0.025732572571467667
ENSDARG00000025593,plekhj1,-0.5675606028338325,4.738640429634879,0.0053504059290242195,0.025986793537350557
ENSDARG00000025326,myl12.2,0.3198984033156545,4.733009979958979,0.005495695917683385,0.026506776831956968
ENSDARG00000104071,hikeshi,0.8804355048717913,1.4165745604287567,0.00550583130875551,0.0265225176237561
ENSDARG00000054984,zbtb41,-0.3273292248592181,4.311767947959575,0.005595128691761326,0.026846292223445346
ENSDARG00000005479,tenm3,0.42161900994679585,8.244847832202478,0.005604078637330606,0.02687373732714158
ENSDARG00000051986,ndufs8a,0.354099211116452,5.5098811517724045,0.005693361001162154,0.02720779065460604
ENSDARG00000023678,ercc5,-0.5539260273428283,3.81097692499032,0.00579785820160295,0.027548932174378378
ENSDARG00000063544,pip4k2ab,-0.38052239706163815,6.047723262552845,0.005872330144318197,0.027808108445486306
ENSDARG00000038801,klhl20,0.43842770292086997,3.780486104567588,0.0060103373227390995,0.028315971984818406
ENSDARG00000104524,CR391991.4,3.1425025661649975,1.205589945645249,0.006069646105539871,0.02848249046705681
ENSDARG00000039613,poll,-0.37786678311203425,3.1101030354102774,0.006194186809043366,0.028863418790949766
ENSDARG00000062585,brat1,0.5995747003128412,2.063329065287341,0.006295867508149956,0.029222659786782502
ENSDARG00000012682,pfn2l,0.3272801505661522,7.63810424566259,0.006451336095557971,0.029771954111094602
ENSDARG00000019103,kdm4ab,-0.3103191438998204,4.917817925866613,0.006480498708159496,0.029835192534957644
ENSDARG00000023713,aqp1a.1,0.5965963118460177,3.9828803076157193,0.00653086883363546,0.029978939970122496
ENSDARG00000060559,dis3,-0.35801167077075485,3.2182954998102664,0.006597092139000505,0.030199618484998185
ENSDARG00000052039,caspb,1.1753520519272391,0.7795239168582395,0.006881648825882112,0.03114240861100852
ENSDARG00000074662,cntf,-0.5339336808206652,3.0073274818527937,0.006901916535573345,0.031217148994819373
ENSDARG00000038905,hectd3,-0.31969184542820794,4.740436656867463,0.0070568416644264205,0.031771062038976096
ENSDARG00000004167,zgc:110366,0.7855912839815513,1.7180442918847345,0.007086911667005994,0.03188056505514457
ENSDARG00000016994,ssrp1b,-0.30185494028879395,5.877024420964689,0.007258664438435079,0.0324368205444785
ENSDARG00000074739,slitrk3b,-0.32605996442749385,4.657611568155396,0.007338247589149588,0.03268427191741144
ENSDARG00000074031,fastkd2,0.5492844806939301,2.502398977867854,0.007429608628709891,0.03298524215094253
ENSDARG00000079202,parp2,-0.4163819750867425,3.3328302884615075,0.007439648117144261,0.0330016805790599
ENSDARG00000078326,arhgap10,-0.3924935587592174,3.557310484784326,0.0074517264063109654,0.03303056137480407
ENSDARG00000102532,homer3a,-0.9460589120345865,0.6816555151693383,0.007456778149542205,0.03304415137373696
ENSDARG00000037383,pax5,-0.8103948625457265,1.4820138654171395,0.007470157250485978,0.0330858175800071
ENSDARG00000017591,fat1a,-0.33215675798485306,8.340047159901376,0.007492974831551854,0.03316039925452735
ENSDARG00000075007,chst2a,0.31681133119711585,5.377109247374189,0.007618826839123062,0.03359228367859241
ENSDARG00000011876,ednraa,0.5643115372276226,2.2708383687702582,0.007664215519800442,0.03372092708870422
ENSDARG00000019033,tmem59,0.31115616891724585,5.682954131670567,0.00779375504680415,0.03416440568462093
ENSDARG00000030972,dnaja1,-0.48499229822016915,5.003706501864031,0.007837753152185038,0.03434822556027365
ENSDARG00000038786,smarcd3a,0.32983816604113375,4.665916794116617,0.00800988833852807,0.03493697036778692
ENSDARG00000088581,f10,0.6955186598055941,3.521714813137303,0.008061639294867305,0.035070765455318155
ENSDARG00000042652,rreb1b,-0.412845331865274,3.4531398627266907,0.008081773433901977,0.03512162704103654
ENSDARG00000103871,si:ch73-109d9.2,-0.35339018799805544,3.5706357043204346,0.008112149356040071,0.03523522977930221
ENSDARG00000014068,pgam1b,0.4462079431304726,7.251458865985697,0.008164454699813074,0.035392023898145004
ENSDARG00000074378,junba,0.4489028937470349,4.232414221051063,0.008180943966999707,0.03543393009480799
ENSDARG00000076534,si:ch211-14a17.10,-0.9650763831263811,1.1622521623689788,0.008230796832859844,0.035564907634065904
ENSDARG00000017905,casp3a,0.45057715879708743,4.317524296943044,0.00826185656619201,0.03568058480701662
ENSDARG00000021107,sf3a2,0.4519254800101634,4.227442141967904,0.00829914354559408,0.035804446097662826
ENSDARG00000023151,ucp1,0.5484715805146246,6.771368242638518,0.008332131316938942,0.03590952217401295
ENSDARG00000038794,zgc:113531,0.7376729950539284,2.0316435394634302,0.008599086013566948,0.03684057447624975
ENSDARG00000008906,si:ch211-241e1.5,-0.45849271976257533,2.525801092660603,0.008672194812154674,0.037077420779613
ENSDARG00000013576,gadd45bb,0.5934089543371358,1.6274343995162759,0.008831906365012906,0.03755760846251335
ENSDARG00000078767,yeats2,-0.2918722597185426,4.763351624911208,0.008854793538933788,0.03762297564095552
ENSDARG00000052035,nxnl1,-1.7707217701416964,-0.308218305580791,0.008945491490934227,0.03790741059474792
ENSDARG00000103004,tpra,-0.26781508781398133,6.372779084061032,0.008980341453929114,0.03801396128043258
ENSDARG00000032795,tmem8a,-0.5401472827525152,1.782712880743696,0.00911234134200602,0.03845532841262495
ENSDARG00000061371,cdh18a,0.36915830023142227,4.668565596591674,0.00920696344121342,0.0387269645252253
ENSDARG00000041592,dcun1d2b,-0.5542336180332884,4.314984302951409,0.009275839944427761,0.038916687024246326
ENSDARG00000087839,si:dkey-33c14.6,-0.4033019158739562,3.206981999675283,0.009312534365860591,0.03902306014805345
ENSDARG00000038979,si:dkey-24c2.9,-1.107738923341833,1.2151428849584285,0.009367620771753175,0.039204529588021335
ENSDARG00000062024,kif1ab,-0.25265256943277886,9.297986037523216,0.009376337113419153,0.03923114145519103
ENSDARG00000059653,kdm2aa,-0.3786754925830833,6.260230703044887,0.009449106773991857,0.03946614877490575
ENSDARG00000052624,spryd7a,0.3390715668239163,3.9713581318488633,0.009465558225694165,0.03949520784241497
ENSDARG00000025325,ccsapa,-0.35780507244493454,5.5812180196729715,0.00963225181672251,0.03999974989304001
ENSDARG00000096249,ap1m1,0.34719211691756185,6.44199791493626,0.009668987916707,0.040092688495889484
ENSDARG00000037283,plrg1,-0.4357282901069851,3.4586726269694914,0.009880016038674133,0.040770399467070756
ENSDARG00000016163,usp33,-0.3146413467453178,6.191127636878575,0.009933447090473262,0.04093426438471398
ENSDARG00000031658,si:ch211-207d6.2,-0.6313904853297042,3.21648966923485,0.009939969024186078,0.04094086251545949
ENSDARG00000061981,lap3,0.7611695630720589,1.9255831392240865,0.010131350913146892,0.041492906520985556
ENSDARG00000036995,lsm6,0.39560402211269374,3.2815721341752684,0.010392576132017502,0.0422817767327069
ENSDARG00000060994,fbxw7,0.29901228732144225,6.492903928504462,0.010634178342616206,0.043012330486420426
ENSDARG00000014302,brinp2,0.42078698185602215,5.691343331989782,0.010687603311241701,0.04316546580074318
ENSDARG00000055996,rps8a,0.4107904003463694,7.74787983845645,0.01070742664429592,0.04323402552989803
ENSDARG00000075904,rfx1b,-0.4471133911572834,2.8106188638965803,0.010719405558903859,0.0432590730672956
ENSDARG00000098769,slitrk6,0.42182242981537654,3.732735056632138,0.01072117892605331,0.0432590730672956
ENSDARG00000100225,kif16ba,-0.32792783389596514,5.2804419559488185,0.01090464445845156,0.04381871137131948
ENSDARG00000037350,rpl9,0.4426702442938973,6.796477659714979,0.01095062567197351,0.043982237794264835
ENSDARG00000036965,rnf24,0.37952524979319546,3.891799768768183,0.010962893439712114,0.044011113334933245
ENSDARG00000058962,txnl4b,-0.46302682154513025,2.0662803124082196,0.011097380896584906,0.04441087496853604
ENSDARG00000100199,si:ch1073-185p12.2,-0.9620511334705946,0.3112576581212108,0.011177485152794812,0.04464554799388038
ENSDARG00000097415,lrrc53,-0.8506648405107077,0.139697042616434,0.011231571456791196,0.04481854893069676
ENSDARG00000077410,myo9b,-0.4598365768651943,3.17776242863179,0.011396076016947913,0.045279537946994575
ENSDARG00000021225,prkci,0.32786056988044354,5.273303396278199,0.011436247065342603,0.045428300588995205
ENSDARG00000102858,sc:d189,0.4561439633400432,2.8057720247062026,0.011687127570446168,0.046127562327377664
ENSDARG00000069951,eef1a1l2,0.4633334035432147,6.972228737297176,0.012041203235556375,0.04711159695265885
ENSDARG00000003607,nr2f6a,0.4456442008371321,3.8518753916220323,0.01210133307150428,0.0472912593494202
ENSDARG00000105127,si:ch211-155e24.3,-0.4477858010720184,4.055480059642975,0.012126665025498164,0.04735019254631391
ENSDARG00000008858,cyp7b1,-0.504009533319513,2.386260767845329,0.012201575032881279,0.04756013318040395
ENSDARG00000003517,impa1,0.48020539498863496,2.7905323028523927,0.012288704165768972,0.047828842490683865
ENSDARG00000061504,kdm4c,-0.2479942836324135,5.74132739349313,0.01233578122467943,0.04791489252536548
ENSDARG00000063018,fam78ba,-0.2815548405143853,4.76397970816614,0.01240069085914366,0.0481181020234813
ENSDARG00000074571,gpaa1,0.4591947264197335,2.724395203779574,0.012402556465066786,0.0481181020234813
ENSDARG00000056186,eif5a2,0.3561608676668601,6.309198445593397,0.012441582017357107,0.04814892094011225
ENSDARG00000070543,grin2ab,0.32251613267701595,6.2752939742493155,0.0126353304644723,0.04871452709194139
ENSDARG00000046074,stk11,0.3480889598954041,4.4374288839114095,0.01270729216026954,0.04892395685952918
ENSDARG00000053326,gna11b,-0.3059085163866938,5.951747072017922,0.0130453825522874,0.049765054027983105
ENSDARG00000075564,fam13a,-0.41323452867933824,4.9007659597727535,0.013254204135343858,0.050446010249799125
ENSDARG00000008287,fam114a1,-0.39693288715790337,3.460594985664287,0.013905705576520565,0.052256310025587664
ENSDARG00000059908,si:ch211-217k17.7,-0.4500306286967922,3.6408009632233864,0.014096206708086974,0.05268701607616788
ENSDARG00000061800,si:dkey-208k22.6,-0.7657931543616788,1.435470246110467,0.01414756706987173,0.05276844839581331
ENSDARG00000038855,chmp5a,-0.3393449416549491,4.537693595477142,0.014179445134138003,0.05279709518181839
ENSDARG00000069946,itga6b,0.46973127277802273,3.9676976043363563,0.014202340613141426,0.052834104136524326
ENSDARG00000001470,mhc1zea,-0.3906460679973852,3.2557384437729446,0.014249319507319481,0.05291423267167957
ENSDARG00000017311,gpsm2,-0.44806441213594,3.3612612666154464,0.01448938560047103,0.05355472598663659
ENSDARG00000037262,cdkn2a/b,-0.6820045245868497,1.4583100875915944,0.014542784079343542,0.053668646502611786
ENSDARG00000005593,rxrga,-0.7984634843169456,0.5441107703791689,0.014553340085389862,0.05368379051671188
ENSDARG00000038693,gng7,0.36420023101773497,5.3783321319896045,0.01459371749667284,0.05374932694657726
ENSDARG00000009484,arf1,0.4454488989189438,4.092498035777554,0.0146100842705764,0.053759830295713004
ENSDARG00000061948,amotl2b,-0.5435486509119489,2.9596102203291497,0.014648836400681035,0.05386887021156518
ENSDARG00000087421,serbp1b,-0.28302785905484473,7.739647620779716,0.014849791603212193,0.054446401671809995
ENSDARG00000007786,tmx2b,0.36852200409252367,5.045446011557247,0.014884784510008159,0.05451826730176896
ENSDARG00000042881,nthl1,-0.4556040147397742,2.3344856698348475,0.015181401648665035,0.055350246151136324
ENSDARG00000037276,map9,-0.6781732876389163,1.4986771015584106,0.015332391818986877,0.05577853079753862
ENSDARG00000074575,ppp1r9alb,-0.364645085353564,6.17024560234385,0.015381966845929788,0.05594665099809217
ENSDARG00000093774,rbp2b,-1.1248462079617587,1.0600008532589378,0.015642248113567542,0.05674449718983299
ENSDARG00000033451,atpsckmt,0.8697753328900996,0.4429803239410384,0.016126767393111134,0.05809573778456492
ENSDARG00000074635,abca1a,0.42359195655649684,7.119328765708134,0.016199727953012315,0.05829363583920792
ENSDARG00000078022,fyco1b,-0.3441929686673534,5.164150159849481,0.016213887104896307,0.05829817213886907
ENSDARG00000097884,CU928013.1,-0.41114791283664187,2.47728057255994,0.01621417912612296,0.05829817213886907
ENSDARG00000069175,vps4b,0.31308792560352616,4.901064231705484,0.016250226038222154,0.05835322723371652
ENSDARG00000099640,eed,0.3672815266450056,3.0758989026851635,0.01634706269010627,0.058586070033032164
ENSDARG00000032056,arl6,-0.27497890791606644,4.557255184992071,0.016425081641871543,0.058764428836968925
ENSDARG00000103914,THEM6,0.6208625404846452,2.8751493623829707,0.01658835619118244,0.059183157594613164
ENSDARG00000029898,cnga1a,-3.0995584500307873,2.039432826161767,0.01676029194113936,0.05956669327222532
ENSDARG00000104660,si:ch73-132f6.5,0.5968577067635367,1.273767500144562,0.016936280893450766,0.059999519011960635
ENSDARG00000020771,tnr,0.25532255895022143,6.130966299484225,0.01710219363587993,0.060471844900348924
ENSDARG00000070162,stox2a,-0.3105430941348855,7.72928725631216,0.017360497186702354,0.06117718618948056
ENSDARG00000101474,snapc3,-0.3173379089740473,3.589788531704095,0.017379037882116654,0.06121659406401802
ENSDARG00000086877,mhc1zda,-0.3484229455040728,5.298408323849181,0.017466509417177905,0.061472655816802106
ENSDARG00000093120,si:dkey-117m1.4,-0.36282022541336656,4.612108968304084,0.018208961803473096,0.06348210740638889
ENSDARG00000068305,mrps14,0.43431146177223506,3.2081524631141414,0.018354030278278623,0.06390689764188247
ENSDARG00000037760,uncx4.1,-0.6804987160374031,3.685591041139225,0.018396755472424562,0.06398806260013194
ENSDARG00000096668,MZT1,0.4474323033545966,2.2765661220429254,0.01861749730852511,0.06452721416660233
ENSDARG00000062606,si:dkey-26i13.8,-1.0279562385154506,-0.04073445960729177,0.018943314610310725,0.06532989743327886
ENSDARG00000104437,aip,0.3276862115153157,4.5897786086804375,0.019164344659818373,0.06584854440299746
ENSDARG00000037487,march1,-0.6176912017671446,1.3367787311060308,0.01957244473416212,0.06694460028293066
ENSDARG00000112034,LO017711.1,-0.3974125371813886,4.13673292490806,0.019586084634906617,0.06697748629774888
ENSDARG00000044501,viml,0.5188058534410477,2.781217821154949,0.019593779209329594,0.06699003206148436
ENSDARG00000078751,tpp2,0.2701504380628621,5.169830396763488,0.019659522505999484,0.06715960880719184
ENSDARG00000005364,grin3ba,0.4703795776230346,2.3074978338491747,0.020346330880559763,0.06878564523618741
ENSDARG00000021398,mul1a,-0.4289315609061363,3.6674576794372564,0.020448980155150266,0.0690485044199879
ENSDARG00000031817,trim2a,0.3356463600941967,3.842999333130426,0.02054781810849992,0.06929787055643265
ENSDARG00000061629,ndufaf5,-0.3753247447887799,3.4315251473400883,0.020558282016859757,0.06931911099504486
ENSDARG00000054666,pgpep1,-0.4753474990364114,3.3122193173486343,0.020583471762559993,0.06937593075329113
ENSDARG00000102963,sirt6,-0.3865544177814736,2.429132861951487,0.020688807354595322,0.06964631891168646
ENSDARG00000078659,tmem176,0.5441566156092542,1.1466346014536222,0.0208440140938014,0.07001299849028166
ENSDARG00000036106,rgs18,-0.5381095870522716,2.628171204820968,0.020989075519989846,0.07032988655912828
ENSDARG00000038787,tmub1,0.49288031740326727,2.877148818501865,0.021045246633686232,0.0704363866016733
ENSDARG00000086790,gucy1b1,0.3527538386099935,4.575432870049958,0.021308544761534508,0.07110923502817024
ENSDARG00000040245,kpnb3,0.257172024978641,5.415025944649637,0.021317583697817336,0.07111559597668013
ENSDARG00000029248,fubp1,0.26526422454690757,7.200551661105729,0.021385170586546102,0.0712528516301854
ENSDARG00000078308,spry2,0.5480065536786964,4.5887870793888075,0.02195580724861046,0.0726331277568346
ENSDARG00000079501,si:ch211-149l1.2,-0.4546450328592775,3.4242186604449603,0.02198656466799583,0.0727204206073247
ENSDARG00000096528,si:ch73-236c18.9,-0.407887212530808,3.359749629157758,0.022236484816484957,0.07331219354008828
ENSDARG00000056369,ufsp2,0.4051154378581488,3.20605118092695,0.022282846949732666,0.07340854746457168
ENSDARG00000100166,si:dkeyp-9d4.3,-0.26179957101732804,6.98346370416893,0.022377588473638365,0.07358043655838185
ENSDARG00000045420,epdr1,0.3925949872159803,4.551366776726339,0.022436233018438428,0.07366592687979784
ENSDARG00000061143,tapt1b,-0.2384931007389687,5.536949978533132,0.02247842199461767,0.07374624250600119
ENSDARG00000094677,si:dkey-92j12.5,-0.47094096301983757,3.3976839520547952,0.022604584793538163,0.07410398607384061
ENSDARG00000060767,smg7,-0.2570447120577803,6.911268485865114,0.022605278444159552,0.07410398607384061
ENSDARG00000041394,dnajb1b,0.5887305765427435,1.703188022094488,0.02261879744907466,0.07413369894674066
ENSDARG00000005218,wrnip1,0.5624631542068677,1.6542830795077492,0.02263624243808007,0.07416166059650568
ENSDARG00000058701,nos1apb,-0.43700930047635433,4.466980469570989,0.022982181751607815,0.07508806289942158
