gene_id,gene_name,logFC,logCPM,PValue,FDR
ENSDARG00000039615,fgf8b,-1.2406318909471197,1.0121534795483025,6.594358553932933e-4,0.0054362160034606205
ENSDARG00000051970,smu1b,-0.626037141025878,5.8537132278267965,6.73724704082449e-4,0.005522551268931996
ENSDARG00000099776,glula,0.4264458172277697,9.751032184102005,7.056357934889376e-4,0.005724671097628533
ENSDARG00000111704,CABZ01096573.1,-0.7348051832842026,2.954310332790011,7.166383116276713e-4,0.0057905038887936765
ENSDARG00000011683,prtfdc1,0.7714587080093285,2.6522276804249274,7.33445122128291e-4,0.005873208292692379
ENSDARG00000059125,prkacbb,0.3753802561223976,5.2851522186892685,7.706760958422902e-4,0.006110210333348034
ENSDARG00000051989,tmem187,0.9373876758152477,1.5975466060286376,7.707530943327839e-4,0.006110210333348034
ENSDARG00000068366,si:dkey-154p10.3,-0.552961244536786,3.1208491404250616,7.953834588584536e-4,0.006251856757394742
ENSDARG00000102082,nr3c2,-0.509476219435393,6.3707107262845835,8.207672173753508e-4,0.0064040533842946645
ENSDARG00000002840,si:dkey-28b4.8,0.45773338117215584,6.835967997342885,8.303578724507636e-4,0.006453598784484217
ENSDARG00000117247,CABZ01066727.1,-1.3020347007431476,0.22335792971856416,8.347488676926291e-4,0.006478647928360703
ENSDARG00000011983,zgc:136908,1.0575891257561822,1.584090276738197,8.382953493178708e-4,0.006497617832926329
ENSDARG00000093357,nyap2b,-0.48866943838122723,4.7272282744758725,8.698805913727184e-4,0.006683618420806667
ENSDARG00000003046,sorbs2a,-0.500947753935856,4.984511993096804,8.86822288935828e-4,0.006778467105141101
ENSDARG00000076773,lrrc58a,-1.1482792008405547,0.7140945778563094,9.205551527454406e-4,0.006984969330453321
ENSDARG00000010816,slc7a14a,0.4536761166758896,6.202359351843681,9.449903860605192e-4,0.0071281233109914055
ENSDARG00000031203,commd1,-0.5777980911322477,3.0588397038752593,9.978218402627624e-4,0.0074289733431643695
ENSDARG00000052713,lrrtm1,0.3914838460408813,5.746123431836836,0.0010175347361690654,0.007558829468684487
ENSDARG00000038667,fggy,1.2183207028103409,1.9246071393309685,0.001047738690538724,0.007734858833435833
ENSDARG00000075505,si:ch211-132g1.7,0.7961618632304338,2.4318163703732076,0.0010622494890181091,0.007810352483879879
ENSDARG00000038784,faim2a,-0.3983199975742236,4.819005606090639,0.0010653515820801091,0.00782668888556866
ENSDARG00000102808,calr3b,-0.5064486124754711,5.110004733964254,0.0010704873660594104,0.00784364146685539
ENSDARG00000018562,cope,0.41460031754769955,5.112379969758974,0.001084866898716968,0.007925343890992882
ENSDARG00000099839,si:ch211-9d9.1,-0.9489261009709372,1.497303540516395,0.0010931012354629705,0.007967480308291315
