gene_id	Ps2Ex3M1_WT_6month_07_07_2016_F3_86_Fem	Ps2Ex3M1_Heter_6month_07_07_2016_F3_80_Fem	Ps2Ex3M1_Heter_6month_07_07_2016_F3_81_Fem	Ps2Ex3M1_Hom_6month_07_07_2016_F3_82_Fem	Ps2Ex3M1_Hom_6month_07_07_2016_F3_85_Fem	Ps2Ex3M1_Heter_6month_07_07_2016_F3_84_Fem	Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem	Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem	Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem	Ps2Ex3M1_Hom_6month_07_07_2016_F3_83_Fem	Ps2Ex3M1_Heter_6month_07_07_2016_F3_89_Fem	Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem
ENSDARG00000036587	2.6271549429904457	4.628012763107847	3.9670706890668703	4.419272609343114	4.307173713891228	4.582638546125911	3.2412510169822206	4.451820359026254	2.4123964347540507	4.6518087821670395	4.064204914756897	2.516050992740912
ENSDARG00000075706	6.870553764677034	5.666465223027702	5.222721437869504	5.70037334587124	5.45307874356304	4.999986600199692	7.001267154022166	5.261709889454254	6.547754845424448	5.765483528548119	5.531986226061873	6.268381486428997
ENSDARG00000025350	3.5438011192254195	4.851192073696963	4.879315672302656	4.592684121813888	4.608526010271121	5.1369726090376115	3.704227947770247	4.409894892233568	3.875716771846279	4.8999171184390375	4.691188974582221	4.161371765544219
ENSDARG00000023181	5.899818065005552	5.387908813583441	5.168967240326133	5.438971092011585	5.221754897508202	5.2612453681501865	6.0980265908670805	5.170844822283008	6.068389204163943	5.275119866185836	4.954891579034828	5.8107200301007715
ENSDARG00000053101	6.2745215357803	5.072828137041011	4.9012069004255565	4.884374888183102	4.985379565416846	4.4304172911057815	6.163454776471491	4.8316119655198255	5.862092717135285	4.837451680745689	4.729591738865041	5.342760713272504
ENSDARG00000041435	3.2126494380211676	4.5144663767620505	4.452199580091154	4.158180704048886	4.381710994239616	4.9429583234559145	3.2693104530714363	4.159766658438007	3.5295299314374127	4.5238737471913915	4.265710699427904	3.8364822771380473
ENSDARG00000079488	2.1546343666683794	-0.23739757584250398	-0.2557507461274202	0.19741654432029376	0.16105503660556897	-0.7973758207689121	1.485972110105338	0.21455611520001483	1.4324122159655666	-0.5315344492996497	-1.0378388332051243	1.1199027589629993
ENSDARG00000031836	4.390673074514728	3.6542630542843466	3.747413150992711	3.7323653717350678	3.7909138859422975	3.81096135167337	4.4766572489880225	3.750350031239916	4.269438087922026	3.647231808656558	3.674608168392388	4.255809617128298
ENSDARG00000007320	5.303443279141445	6.54623538874011	6.319443858960922	6.199955795328723	6.286439641881998	6.679892100020366	5.462646791769572	6.0852501625635345	5.627826845222563	6.26718744384649	6.169044700146616	5.883848556301288
ENSDARG00000092673	5.344323960764324	3.865628665982465	3.31600830389965	4.051673867681436	3.642956034621614	3.349861035511901	5.257705915701624	3.9602654752178434	4.639062699092663	3.522921410573531	3.962782807956539	4.502698075781186
ENSDARG00000101106	3.7547760563621475	2.724478105440085	2.792443389474171	2.8340010522568555	2.7579456153936563	2.6913988584589843	3.5209963787519616	2.8383053981754367	3.3886979434738533	2.7908335874476706	2.844576486096064	3.298949975791285
ENSDARG00000038668	2.1631091009438395	0.5073001412974447	0.9895418491937424	1.5140696096986326	0.8790065961514553	0.5995111695470405	1.683583300370319	1.375988449538886	1.955682614808483	1.3535212793180147	0.4232707264503799	1.9278498693906223
ENSDARG00000095191	4.399481992593879	2.816679036364275	3.0690906709658643	2.985985420510904	3.2318131982854443	2.4398020911999145	4.078616484611022	3.06002279856869	4.070543105536555	2.8635709657937736	3.0146509669772037	3.406121202710768
ENSDARG00000061490	7.816853155968325	6.364706357913473	6.395588298619312	6.745527615262057	6.388739179725013	5.734946267399183	7.7188598772741095	6.58557752590362	7.378277555541256	6.62623796287372	6.505575808035918	6.741776923528006
ENSDARG00000115856	3.891928092201784	2.6532850050358183	3.0169016527971575	2.8232558178694847	2.7330142803183337	2.6505288684212442	3.6752018383641265	3.0818424759559546	3.8573879517802245	2.7566845610126354	2.6508483427229477	3.391428659853016
ENSDARG00000055443	4.198819430626127	3.028305215533461	2.8477157454003965	3.129946143004157	3.0049605023856776	2.969604283622671	3.892217331395895	3.088149378751232	3.742276746665998	3.0464452846500607	3.0489370375814007	3.443397470804404
ENSDARG00000055099	6.279340271654827	4.712764306386973	4.929139317555789	5.291868750218884	4.864477084742273	4.664809626002767	6.0793549187559925	4.809673726384575	5.745031662155622	4.896544173090796	5.081886573982037	5.323370165606651
ENSDARG00000076995	4.654049891910827	3.405217512447284	3.651844291708693	3.6857044929883913	4.253534089775013	3.2901218731952677	4.298384222037372	3.5723704552693842	4.3109190197370495	3.580915226920947	3.4868734821094183	4.233490430477328
ENSDARG00000052019	4.333377329794923	3.0761597275213077	3.047084378143399	3.022231657512707	3.077126656163543	2.683687081633904	3.98854440385911	2.7086571617746897	3.8843926739454098	2.7863773543615658	2.5920615080537712	3.4123504487680005
ENSDARG00000016399	5.079609624707808	4.3659836275111275	3.9718922948376987	4.322271282947516	4.213589495580155	4.108285493015621	5.027926867732351	4.297046543765299	4.6483698367656165	4.1476310489069554	3.96150106704724	4.711206881004584
ENSDARG00000103038	3.6539349852622203	4.410912607404929	4.924808595513605	4.313325528821588	5.059641301178697	4.43997807183804	2.9395235130303865	4.3112663712969335	2.7598050143905817	5.4923390787846085	4.522368444526286	2.640529883817896
ENSDARG00000013505	5.977634293507103	5.214384071125227	5.200218207599841	5.376389390166772	5.252749160064981	5.053264805143052	5.8241092885056664	5.243097606732442	5.690075584624475	5.381268158546831	5.169446674656512	5.551873716551949
ENSDARG00000076928	6.118090259345449	5.270183950724831	4.946366069163236	5.21731787782474	5.151201809410148	4.997617530129703	5.8915184749439415	5.286267504193673	5.655801124125167	5.066938952404598	5.1359577791105595	5.5392272587999605
ENSDARG00000022303	4.563983949594492	5.686189410507117	5.821788941318471	5.411492699130092	5.601550744104905	5.924866286530572	4.88639511857887	5.153198654717408	4.76226677486912	5.429531521785069	5.781847290377222	5.356971146468778
ENSDARG00000079631	5.395536317066235	4.452199580091154	4.2485281737170695	4.614655826310979	4.479944829569112	4.429386172720397	5.085451002705011	4.481034093606965	5.032485934613666	4.356128035780564	4.487059215373229	4.839463453455369
ENSDARG00000069619	6.868458656601996	6.144146664978599	5.884744824244654	6.272130307514441	6.162469900334026	6.0852501625635345	6.835443120218656	6.339375744548127	6.631250897807037	6.1038715320082515	6.07041016078967	6.408966712993941
ENSDARG00000058270	4.832849321997642	3.0250712987685597	3.0072435990998407	3.264763640368675	3.014322939547343	2.6930333294899667	4.222050186427412	3.1437639313483148	4.179885655798025	2.744533483733877	2.789199233475899	3.2339640372453915
ENSDARG00000069595	5.069231570802663	4.333059732832568	4.15620043424944	4.506692116062878	4.390021169930634	4.3287040641012595	4.946366069163236	4.332732279712312	4.85747647329964	4.473884843936375	4.295392678756798	4.6067615357045275
ENSDARG00000038608	3.133498696243811	4.554906946207114	4.9069163594188145	4.2292566170866985	4.579306507077249	5.061983208266849	3.4415432415265284	4.265710699427904	3.7497570942247065	5.008002183638412	4.6601982453071455	4.101181866765701
ENSDARG00000039650	6.189831483107715	6.636188167094617	7.098694988238083	6.496760550338722	6.8233026237378	6.65366677030019	5.897300310839766	6.770219650511925	5.695568670886789	6.721371952639981	6.683437202573586	6.2199496519498965
ENSDARG00000100371	7.913499625395224	8.721561949403414	8.741311535733715	8.584317893692052	8.813610157901952	8.97605414519051	8.060757251868925	8.558890622924752	8.156246790733874	8.558890622924752	8.584317893692052	8.326004500728178
ENSDARG00000052419	7.153084311224217	6.326712238115239	6.283979184236957	6.341835009994517	6.249777892440708	6.262817730407432	6.9989282155864245	6.172402137358221	6.853898012975403	6.250894958134107	6.345661169630946	6.595414378888952
ENSDARG00000117445	4.8529398800127	2.380782908358799	2.7901613355227726	2.7684406671236683	2.6395999853524383	2.8975645630588116	4.416115601768613	2.972708536348453	3.6794991842262927	2.6086841373506937	2.860460500942148	3.284586586477313
ENSDARG00000031435	3.8843926739454098	4.98245113152549	4.742236683115937	4.997617530129703	5.143591955875774	5.347574557749946	4.4074040034832995	4.868477812791903	4.294047435990154	5.243097606732442	5.143145196424298	4.3757296512539545
ENSDARG00000012763	5.618436806491929	4.451097528089948	4.597587629449321	4.674970552596193	4.700085944844535	4.126146906972677	5.24497585126947	4.6122999400872615	5.180213741123112	4.620369307557611	4.53832787477859	4.849947221530064
ENSDARG00000077721	6.6467964283044685	4.416802308595227	4.533544337375952	4.495818728741653	4.528723149906471	3.9803377134485163	6.061724290855144	4.925227500733399	5.371020056159381	4.127707449953442	4.4848842472235395	4.944647590208006
